key,title,author,year,type,volume,issue,pages,journal,journalShort,publisher,doi,url,abstract,keywords,citedBy,quality,area,subArea,approach,AI,AIsub,data,participants,note
bisante2024,Enhancing Interface Design with AI: An Exploratory Study on a ChatGPT-4-Based Tool for Cognitive Walkthrough Inspired Evaluations,"Bisante, Alba; Datla, Venkata Srikanth Varma; Panizzi, Emanuele; Trasciatti, Gabriella; Zeppieri, Stefano",2024,conferencePaper,,,,Proceedings of the 2024 International Conference on Advanced Visual Interfaces,AVI,ACM,10.1145/3656650.3656676,https://doi.org/10.1145/3656650.3656676,"This paper introduces CWGPT, a ChatGPT-4-based tool designed for Cognitive Walkthrough (CW) inspired evaluations of web interfaces. The primary goal is to assist users, particularly students and inexperienced designers, in evaluating web interfaces. Our tool, operating as a conversational agent, provides detailed evaluations of a user-specified task by intelligently guessing the subtasks and actions required to accomplish them, answering the standard CW questions, and providing helpful feedback and practical suggestions to improve the usability of the analyzed interface. For our study, we selected a group of web applications designed by students from a Web and Software Architecture course. We compare the outcome of the CWs we executed on ten web apps against the corresponding CWGPT analyses. We then describe the study we conducted involving five author-students to assess the tool's efficacy in helping them recognize and solve usability issues. In addition to introducing a novel adaptation of ChatGPT, the outcomes of the described experience underscore the promising potential of AI in usability evaluations. © 2024 Owner/Author.",Application programs; ChatGPT; Cognitive walkthrough; Conversational agents; Exploratory studies; GPT; Interface designs; Students; Subtask; Usability engineering; WEB application; Web applications; Web interface,0,B,UI understanding/feedback,,Computer vision,New LMs,LLM,Screenshots/images,no,"assisted cognitive walkthrough; computer vision; UI screenshot; chatbot usage; UI screenshot assessment; conversational agent, provides detailed evaluations of a user-specified task by intelligently guessing the subtasks and actions required to accomplish them, answering the standard CW questions, and providing helpful feedback and practical suggestions to improve the usability of the analyzed interface.; desktop"
blanco-gonzalo2014,Automatic usability and stress analysis in mobile biometrics,"Blanco-Gonzalo, Ramon; Sanchez-Reillo, Raul; Miguel-Hurtado, Oscar; Bella-Pulgarin, Eric",2014,journalArticle,32,12,1173 – 1180,Image and Vision Computing,,Elsevier,10.1016/j.imavis.2014.09.003,https://doi.org/10.1016/j.imavis.2014.09.003,"This article focuses on the usability evaluation of biometric recognition systems in mobile devices. In particular, a behavioural modality has been used: the dynamic handwritten signature. Testing usability in behavioural modalities involves a big challenge due to the number of degrees of freedom that users have in interacting with sensors, as well as the variety of capture devices to be used. In this context we propose a usability evaluation that allows users to interact freely with the system while minimizing errors at the same time. The participants signed in a smartphone with a stylus through the different phases in the use of a biometric system: training, enrolment and verification. In addition, a profound study on the automation of the evaluation processes has been done, so as to reduce the resources employed. The influence of the users' stress has also been studied, to obtain conclusions on its impact on both the usability systems in scenarios where the user may suffer a certain level of stress, such as in courts, banks or even shopping. In brief, the results shown in this paper prove not only that a dynamic handwritten signature is a trustable solution for a large number of applications in the real world, but also that the evaluation of the usability of biometric systems can be carried out at lower costs and shorter duration. © 2014 Elsevier B.V.",Biometric recognition system; Biometric systems; Biometrics; Character recognition; Degrees of freedom (mechanics); Handwritten signatures; Mobile biometrics; Mobile computing; Number of degrees of freedom; Real-world; Stress analysis; Stresses; Usability; Usability engineering; Usability evaluation; Well testing,24,Q1,Emotion detection,,User interaction analysis,none,descriptive metrics/visualizations,User interactions,yes,"usability evaluation; signature processing, participant's log data analysis; user interactions, task results; usability test; nan; usability evaluation that allows users to interact freely with the system while minimizing errors at the same time; mobile"
bures2020,Testing the Usability and Accessibility of Smart TV Applications Using an Automated Model-Based Approach,"Bures, Miroslav; MacIk, Miroslav; Ahmed, Bestoun S.; Rechtberger, Vaclav; Slavik, Pavel",2020,journalArticle,66,2,134 – 143,IEEE Transactions on Consumer Electronics,,IEEE,10.1109/TCE.2020.2986049,https://doi.org/10.1109/TCE.2020.2986049,"As the popularity of Smart Televisions (TVs) and interactive Smart TV applications (apps) has recently grown, the usability of these apps has become an important quality characteristic. Previous studies examined Smart TV apps from a usability perspective. However, these methods are mainly manual, and the potential of automated model-based testing methods for usability testing purposes has not yet been fully explored. In this article, we propose an approach to test the usability of Smart TV apps based on the automated generation of a Smart TV user interaction model from an existing app by a specialized automated crawler. By means of this model, defined user tasks in the Smart TV app can be evaluated automatically in terms of their feasibility and estimated user effort, which reflects the usability of the analyzed app. This analysis can be applied in the context of regular users and users with various specific needs. The findings from this model-based automated analysis approach can be used to optimize the user interface of a Smart TV app to increase its usability, accessibility, and quality. © 1975-2011 IEEE.",Usability; Task analysis; Testing; User interfaces; Computational modeling; Usability engineering; Automation; Analytical models; Crawlers; model-based testing; Smart TV; smart TV application; Usability testing; user interface quality; Model-based OPC; Quality control; Model checking; Automated generation; Automated analysis; Automated modeling; Interactive television; Quality characteristic; Smart-TV; User Interaction Modeling,20,Q2,UX/usability attributes evaluation,user effort/time,"Source code analysis (web/app crawling), User interaction analysis",none,metrics + rule-based,"Source code, User interactions",yes,"model-based usability evaluation; participant's log data analysis, application UI crawling; user interactions, UI data; usability test; nan; approach to test the usability of Smart TV apps based on the automated generation of a Smart TV user interaction model from an existing app by a specialized automated crawler; TV"
bylinskii2017,Learning Visual Importance for Graphic Designs and Data Visualizations,"Bylinskii, Zoya; Kim, Nam Wook; O'Donovan, Peter; Alsheikh, Sami; Madan, Spandan; Pfister, Hanspeter; Durand, Fredo; Russell, Bryan; Hertzmann, Aaron",2017,conferencePaper,,,57–69,Proceedings of the 30th Annual ACM Symposium on User Interface Software and Technology,UIST,ACM,10.1145/3126594.3126653,https://doi.org/10.1145/3126594.3126653,"Knowing where people look and click on visual designs can provide clues about how the designs are perceived, and where the most important or relevant content lies. The most important content of a visual design can be used for effective summarization or to facilitate retrieval from a database. We present automated models that predict the relative importance of different elements in data visualizations and graphic designs. Our models are neural networks trained on human clicks and importance annotations on hundreds of designs. We collected a new dataset of crowdsourced importance, and analyzed the predictions of our models with respect to ground truth importance and human eye movements. We demonstrate how such predictions of importance can be used for automatic design retargeting and thumbnailing. User studies with hundreds of MTurk participants validate that, with limited post-processing, our importance-driven applications are on par with, or outperform, current state-of-the-art methods, including natural image saliency. We also provide a demonstration of how our importance predictions can be built into interactive design tools to offer immediate feedback during the design process.",Saliency; Computer Vision; Machine Learning; Eye Tracking; Visualization; Graphic Design; Deep Learning; Retargeting,173,A,Saliency/visual importance,,Computer vision,deep learning,,Screenshots/images,no,visual importance; computer vision; UI screenshot; model training; estimate importatnt elements; automated models that predict the relative importance of different elements in data visualizations and graphic designs; -
cassino2015,Empirical validation of an automatic usability evaluation method,"Cassino, Rosanna; Tucci, Maurizio; Vitiello, Giuliana; Francese, Rita",2015,journalArticle,28,,1 – 22,Journal of Visual Languages and Computing,,Elsevier,10.1016/j.jvlc.2014.12.002,https://doi.org/10.1016/j.jvlc.2014.12.002,"Today, the success of a software application strongly depends on the usability of its interface, so the evaluation of interfaces has become a crucial aspect of software engineering. It is recognized that automatic tools for graphical user interface evaluation may greatly reduce the costs of traditional activities performed during expert evaluation or user testing in order to estimate the success probability of an application. However, automatic methods need to be empirically validated in order to prove their effectiveness with respect to the attributes they are supposed to evaluate.In this work, we empirically validate a usability evaluation method conceived to assess consistency aspects of a GUI with no need to analyze the back-end. We demonstrate the validity of the approach by means of a comparative experimental study, where four web sites and a stand-alone interactive application are analyzed and the results compared to those of a human-based usability evaluation. The analysis of the results and the statistical correlation between the tool's rating and humans' average ratings show that the proposed methodology can indeed be a useful complement to standard techniques of usability evaluation. © 2014 Elsevier Ltd.",Interactive systems evaluation; Summative usability evaluation; Usability engineering,30,Q3,UX/usability issue detection,guidelines evaluation,Source code analysis (web/app crawling),none,metrics + rule-based,Source code,no,automated website qualities assessment; web crawling data analysis; UI elements; existing automated website testing tools usage; nan; validate a usability evaluation method conceived to assess consistency aspects of a GUI with no need to analyze the back-end; desktop
chen2021,A Novel User Emotional Interaction Design Model Using Long and Short-Term Memory Networks and Deep Learning,"Chen, Xiang; Huang, Rubing; Li, Xin; Xiao, Lei; Zhou, Ming; Zhang, Linghao",2021,journalArticle,12,,,Frontiers in Psychology,,Frontiers Media SA,10.3389/fpsyg.2021.674853,https://doi.org/10.3389/fpsyg.2021.674853,"Emotional design is an important development trend of interaction design. Emotional design in products plays a key role in enhancing user experience and inducing user emotional resonance. In recent years, based on the user's emotional experience, the design concept of strengthening product emotional design has become a new direction for most designers to improve their design thinking. In the emotional interaction design, the machine needs to capture the user's key information in real time, recognize the user's emotional state, and use a variety of clues to finally determine the appropriate user model. Based on this background, this research uses a deep learning mechanism for more accurate and effective emotion recognition, thereby optimizing the design of the interactive system and improving the user experience. First of all, this research discusses how to use user characteristics such as speech, facial expression, video, heartbeat, etc., to make machines more accurately recognize human emotions. Through the analysis of various characteristics, the speech is selected as the experimental material. Second, a speech-based emotion recognition method is proposed. The mel-Frequency cepstral coefficient (MFCC) of the speech signal is used as the input of the improved long and short-term memory network (ILSTM). To ensure the integrity of the information and the accuracy of the output at the next moment, ILSTM makes peephole connections in the forget gate and input gate of LSTM, and adds the unit state as input data to the threshold layer. The emotional features obtained by ILSTM are input into the attention layer, and the self-attention mechanism is used to calculate the weight of each frame of speech signal. The speech features with higher weights are used to distinguish different emotions and complete the emotion recognition of the speech signal. Experiments on the EMO-DB and CASIA datasets verify the effectiveness of the model for emotion recognition. Finally, the feasibility of emotional interaction system design is discussed. © Copyright © 2021 Chen, Huang, Li, Xiao, Zhou and Zhang.",emotion recognition; interaction design; LSTM; self-attention mechanism; speech,9,Q1,Emotion detection,,Audio analysis,deep learning,,Audio/speech,yes,"emotion recognition; speech data analysis; speech data; model training; speech-based emotion recognition; deep learning mechanism for more accurate and effective emotion recognition, thereby optimizing the design of the interactive system and improving the user experience; -"
cheng2023,Visual saliency model based on crowdsourcing eye tracking data and its application in visual design,"Cheng, Shiwei; Fan, Jing; Hu, Yilin",2023,journalArticle,27,3,613-630,Personal and Ubiquitous Computing,,Springer Nature,10.1007/s00779-020-01463-7,https://doi.org/10.1007/s00779-020-01463-7,"The visual saliency models based on low-level features of an image have the problem of low accuracy and scalability, while the visual saliency models based on deep neural networks can effectively improve the prediction performance, but require a large amount of training data, e.g., eye tracking data, to achieve good results. However, the traditional eye tracking method is limited by high equipment and time cost, complex operation process, low user experience, etc. Therefore, this paper proposed a visual saliency model based on crowdsourcing eye tracking data, which was collected by gaze recall with self-reporting from crowd workers. Parameter optimization on our crowdsourcing method was explored, and it came out that the accuracy of gaze data reached 1° of visual angle, which was 3.6% higher than other existed crowdsourcing methods. On this basis, we collected a webpage dataset of crowdsourcing gaze data and constructed a visual saliency model based on a fully convolutional neural network (FCN). The evaluation results showed that after trained by crowdsourcing gaze data, the model performed better, such as prediction accuracy increased by 44.8%. Also, our model outperformed the existing visual saliency models. We also applied our model to help webpage designers evaluate and revise their visual designs, and the experimental results showed that the revised design obtained improved ratings by 8.2% compared to the initial design.",Visual saliency model; Visual attention; Crowd computing; Eye tracking; Human-computer interaction,10,Q2,Saliency/visual importance,,Computer vision,deep learning,,Screenshots/images,no,visual saliency estimation; computer vision; UI screenshot; model training; predicting visual saliency from website screenshots; visual saliency model based on crowdsourcing eye tracking dat; desktop
cruzgardey2020,User Experience Evaluation through Automatic A/B Testing,"Cruz Gardey, Juan; Garrido, Alejandra",2020,conferencePaper,,,25-26,Companion Proceedings of the 25th International Conference on Intelligent User Interfaces,IUI,ACM,10.1145/3379336.3381514,https://doi.org/10.1145/3379336.3381514,"The goal of this research is to develop an A/B testing method to automatically compare the user experience (UX) of alternative designs for a web application in a real context with a large number of users. The challenge that it poses is to find mechanisms to predict the UX with machine learning techniques. This submission outlines the motivation, research goal, current status and remaining work.",User experience; Machine learning; User interfaces; User Experience; Machine Learning; Learning systems; A/B testing; User Interaction; WEB application; Machine learning techniques; Alternative designs; User experience evaluations; User interaction; Research goals; User experiences (ux); A/b testing,18,A,UX/usability attributes evaluation,user effort/time,User interaction analysis,machine learning,,User interactions,yes,automated A/B testing; participant's log data analysis; user interactions; real use data logging; effort prediction from user interactions; A/B testing method to automatically compare the user experience (UX) of alternative designs for a web application; not mentioned
dahri2019,Usability evaluation of mobile health application from AI perspective in rural areas of Pakistan,"Dahri, Abdul Samad; Al-Athwari, Ahmaed; Hussain, Azham",2019,journalArticle,13,11,213 – 225,International Journal of Interactive Mobile Technologies,,International Association of Online Engineering,10.3991/ijim.v13i11.11513,https://doi.org/10.3991/ijim.v13i11.11513,"Purpose: This study endorses AI enabled Mobile Health application and investigates usability evaluation of the Mobile Health application by patients' task performance evaluation and satisfaction. Materials and Methods: International Organization for Standards (ISO) 9241-11 standard metrics were used and 15 patients performed tasks on task success rate, errors, efficiency (time spent), satisfaction (SUS scale). Results: Getting registered was a top easy task while finding a relevant doctor was the most difficult task for users. The satisfaction scores by SUS suggest good rather excellent application user experience. Male were successful task achievers, while educational level and mobile know-how influence the usability scores in terms of time consumed, task errors occurred, and task completed. Conclusion: Methods used in this study suggest future research from different contexts. Using ISO 9241-11 usability standards, the SUS instrument for satisfaction, and measuring user characteristics influence performance and can provide considerable Mobile Health design. © International Association of Online Engineering.",Artificial intelligence; Developing countries; Healthcare; Mobile health (mHealth); Usability,17,Q3,UX/usability attributes evaluation,"usability metrics (efficiency,...)",User interaction analysis,none,descriptive metrics/visualizations,User interactions,yes,metrics for UX evaluation (satisfaction); participant's log data analysis; user interactions; usability test; nan; usability evaluation of the Mobile Health application by patients’ task performance evaluation and satisfaction; mobile
desolda2021,Detecting Emotions Through Machine Learning for Automatic UX Evaluation,"Desolda, Giuseppe; Esposito, Andrea; Lanzilotti, Rosa; Costabile, Maria F.",2021,conferencePaper,12934,,270-279,Human-Computer Interaction–INTERACT 2021: 18th IFIP TC 13 International Conference,INTERACT,Springer Nature,10.1007/978-3-030-85613-7_19,https://doi.org/10.1007/978-3-030-85613-7_19,"Although User eXperience (UX) is widely acknowledged as an important aspect of software products, its evaluation is often neglected during the development of most software products, primarily because developers think that it is resource-demanding and complain about the fact that is scarcely automated. Various attempts have been made to develop tools that support and automate the execution of tests with users. This paper is about an ongoing research work that exploits Machine Learning (ML) for automatic UX evaluation, specifically for understanding users' emotions by analyzing the log data of the users' interactions with websites. The approach described aims at overcoming some limitations of existing proposals based on ML.",Automatic UX evaluation; Usability; User eXperience; User experience; Machine learning; Human computer interaction; Software products; ITS evaluation; User experiences (ux); Log data,12,B,Emotion detection,,User interaction analysis,machine learning,,User interactions,yes,emotion detection; participant's log data analysis; user interactions; real use data logging; emotion detection from interaction data; understanding users’ emotions by analyzing the log data of the users’ interactions with websites; desktop
